No,Map,Total AGVs,Horizontal Time,Time step,Solution,Num of Reaching Target AGVs,Num of Halting AGVs,Objective Value,Running Time(s),# Of Solving,Pedestrian simulation mode
461.0,simplest.txt,2,20,1,solver,2,0,31.0,0.3735969066619873,0.06178180000000001,1,2025-07-01 19:35:08
462.0,simplest.txt,2,20,1,networkx,2,0,16,2.5399363040924072,0.004365205764770508,2,2025-07-01 19:35:11
463.0,simplest.txt,2,20,1,solver,0,2,0,0.47211503982543945,0.1326453333333333,2,2025-07-01 19:35:11
464.0,simplest.txt,2,20,1,networkx,2,0,45.0,109.16074752807617,35.87085994084676,0,2025-07-02 00:43:00
465.0,simplest.txt,2,20,1,solver,2,0,47.0,0.4339144229888916,0.06347480000000001,0,2025-07-02 00:43:00
466.0,simplest.txt,2,20,1,networkx,2,0,20.0,10.951075077056885,10.491351842880249,1,2025-07-02 00:43:11
467.0,simplest.txt,2,20,1,solver,2,0,20.0,0.0899813175201416,0.078619,1,2025-07-02 00:43:12
468.0,simplest.txt,2,20,1,networkx,2,0,21.0,82.87625098228455,27.089231093724568,0,2025-07-02 00:47:04
469.0,simplest.txt,2,20,1,solver,2,0,12.0,0.769320011138916,0.23934233333333332,0,2025-07-02 00:47:05
470.0,simplest.txt,2,20,1,networkx,2,0,21.0,61.133132457733154,19.88894995053609,0,2025-07-02 00:52:35
471.0,simplest.txt,2,20,1,solver,1,1,9.0,0.542654275894165,0.09345475,0,2025-07-02 00:52:36
472.0,simplest.txt,2,20,1,networkx,2,0,15.0,11.269385814666748,3.2789149284362793,0,2025-07-02 00:56:14
473.0,simplest.txt,2,20,1,solver,0,2,0,0.39370203018188477,0.08933033333333333,0,2025-07-02 00:56:14
474.0,simplest.txt,2,20,1,networkx,1,1,5.0,2.352649688720703,1.477376937866211,1,2025-07-02 00:56:17
475.0,simplest.txt,2,20,1,solver,1,1,5.0,0.0633246898651123,0.052107999999999995,1,2025-07-02 00:56:17
476.0,simplest.txt,2,20,1,networkx,1,1,19,6.151331424713135,2.339871406555176,2,2025-07-02 00:56:23
477.0,simplest.txt,2,20,1,solver,1,1,7,0.24496793746948242,0.0798085,2,2025-07-02 00:56:23
478.0,simplest.txt,2,20,1,networkx,2,0,36.0,8.42403769493103,2.342164993286133,0,2025-07-02 01:19:23
479.0,simplest.txt,2,20,1,solver,2,0,31.0,0.5975871086120605,0.10855340000000002,0,2025-07-02 01:19:24
480.0,simplest.txt,2,20,1,networkx,1,1,32.0,5.782120704650879,2.327624559402466,0,2025-07-02 01:21:55
481.0,simplest.txt,2,20,1,solver,1,1,17.0,0.4123222827911377,0.089941,0,2025-07-02 01:21:55
482.0,simplest.txt,2,20,1,networkx,1,1,29.0,18.03637409210205,3.7154725790023804,0,2025-07-02 01:24:36
483.0,simplest.txt,2,20,1,solver,1,1,29.0,0.50534987449646,0.0887298,0,2025-07-02 01:24:37
484.0,simplest.txt,2,20,1,networkx,2,0,21.0,9.082931518554688,2.5044018427530923,0,2025-07-02 01:37:26
485.0,simplest.txt,2,20,1,solver,1,1,27.0,0.6532258987426758,0.1039898,0,2025-07-02 01:37:27
486.0,simplest.txt,2,20,1,networkx,1,1,5.0,21.612884521484375,21.227513551712036,1,2025-07-02 01:37:49
487.0,simplest.txt,2,20,1,solver,1,1,5.0,0.04206728935241699,0.035415999999999996,1,2025-07-02 01:37:49
488.0,simplest.txt,2,20,1,networkx,2,0,24.0,10.42013144493103,2.9576249917348227,0,2025-07-02 01:38:59
489.0,simplest.txt,2,20,1,solver,2,0,31.0,0.4761850833892822,0.0861972,0,2025-07-02 01:38:59
490.0,simplest.txt,2,20,1,networkx,2,0,24.0,42.93873143196106,13.154471635818481,0,2025-07-02 05:08:44
491.0,simplest.txt,2,20,1,solver,2,0,10.0,0.8043859004974365,0.6072879999999999,0,2025-07-02 05:08:45
492.0,simplest.txt,2,20,1,networkx,2,0,45.0,130.5931053161621,42.974769830703735,0,2025-07-02 06:04:16
493.0,simplest.txt,2,20,1,solver,2,0,35.0,0.323214054107666,0.0572696,0,2025-07-02 06:04:16
494.0,simplest.txt,2,20,1,networkx,2,0,42.0,39.195778369903564,12.4015425046285,0,2025-07-02 06:21:39
495.0,simplest.txt,2,20,1,solver,0,2,0,0.8444173336029053,0.678697,0,2025-07-02 06:21:40
496.0,simplest.txt,2,20,1,networkx,2,0,27.0,43.13607835769653,13.780901829401651,0,2025-07-02 06:26:15
497.0,simplest.txt,2,20,1,solver,2,0,47.0,0.942781925201416,0.1694482,0,2025-07-02 06:26:16
498.0,simplest.txt,2,20,1,networkx,2,0,12.0,47.756301164627075,15.903549194335938,0,2025-07-06 18:28:04
499.0,simplest.txt,2,20,1,solver,1,1,27.0,0.28964829444885254,0.05485349999999999,0,2025-07-06 18:28:04
500.0,simplest.txt,2,20,1,networkx,1,1,5.0,7.53227686882019,7.530380487442017,1,2025-07-06 18:28:12
501.0,simplest.txt,2,20,1,solver,1,1,5.0,0.02994680404663086,0.026619,1,2025-07-06 18:28:12
502.0,simplest.txt,2,20,1,networkx,2,0,18.0,7.772073745727539,2.582651138305664,0,2025-07-09 06:44:40
503.0,simplest.txt,2,20,1,solver,1,1,17.0,0.2827126979827881,0.053086749999999995,0,2025-07-09 06:44:40
504.0,simplest.txt,2,20,1,networkx,2,0,21.0,1.7751617431640625,1.7731373310089111,1,2025-07-09 06:44:42
505.0,simplest.txt,2,20,1,solver,2,0,21.0,0.07533860206604004,0.071063,1,2025-07-09 06:44:42
506.0,simplest.txt,2,20,1,networkx,1,1,28.0,2.500697374343872,1.245560884475708,2,2025-07-09 06:44:45
507.0,simplest.txt,2,20,1,solver,1,1,10,0.10877871513366699,0.031241999999999995,2,2025-07-09 06:44:45
